store_id,store_name,store_link
106,lemonra Store,www.aliexpress.com/store/912193113
107,LccKaa Official Store,www.aliexpress.com/store/911852077
108,Shop1103353169 Store,www.aliexpress.com/store/1103353169
109,GEAK 3C Store,www.aliexpress.com/store/1100051093
110,YY Fashion Store,www.aliexpress.com/store/5253204
111,L-01 Your Smart Life Store,www.aliexpress.com/store/5599025
112,Shop1103748329 Store,www.aliexpress.com/store/1103748329
113,MordenOffical Store,www.aliexpress.com/store/1102529745
114,GAMETR Store,www.aliexpress.com/store/1103156065
115,Xiaoyi Home Store,www.aliexpress.com/store/1102599800
116,Lenovo Headset Store,www.aliexpress.com/store/1102530679
117,Rocoren Choice Store,www.aliexpress.com/store/1103835657
118,Your Grocery Store,www.aliexpress.com/store/1103170052
119,Shop1102998855 Store,www.aliexpress.com/store/1102998855
120,Shop1103839595 Store,www.aliexpress.com/store/1103839595
121,Sweet-Baby Store Store,www.aliexpress.com/store/1103199595
122,So Lovely Store,www.aliexpress.com/store/1103275292
123,Shop1103837303 Store,www.aliexpress.com/store/1103837303
124,Tech Max Store,www.aliexpress.com/store/912029465
125,Shop1103875494 Store,www.aliexpress.com/store/1103875494
126,Shop1103516260 Store,www.aliexpress.com/store/1103516260
127,BINLILAI Store,www.aliexpress.com/store/1102634802
128,Shop1103840072 Store,www.aliexpress.com/store/1103840072
129,Lovely plush toy Store,www.aliexpress.com/store/1102876912
130,Shop1103484287 Store,www.aliexpress.com/store/1103484287
131,gary tech store Store,www.aliexpress.com/store/911799188
132,LOLEDE Kids Store,www.aliexpress.com/store/1103888660
133,Nuo Mi Small Appliances Store,www.aliexpress.com/store/3872075
134,Yueyoujun Store,www.aliexpress.com/store/1103839550
135,Shop1104029605 Store,www.aliexpress.com/store/1104029605
136,BANDAI Anime DIY Department Store,www.aliexpress.com/store/1102924163
137,TelDaykemei Official Store,www.aliexpress.com/store/1102887916
138,VIXUNTA Store,www.aliexpress.com/store/1103831628
139,GLOBAL E-delivery Store,www.aliexpress.com/store/912424379
140,TISHRIC Franchise Store,www.aliexpress.com/store/1102534104
141,Shop1103750437 Store,www.aliexpress.com/store/1103750437
142,INRAM Global Store,www.aliexpress.com/store/1102660622
143,Liulz Store,www.aliexpress.com/store/1103841729
144,CUJMH CCC Electronic 351 Store,www.aliexpress.com/store/1103592730
145,Shinning store,www.aliexpress.com/store/2229039
146,Wildest Rainstorm toy Store,www.aliexpress.com/store/5879625
147,Shop5579172 Store,www.aliexpress.com/store/5579172
148,Creative Office Supplies Store Store,www.aliexpress.com/store/1102764151
149,Shop1103792195 Store,www.aliexpress.com/store/1103792195
150,E-lectronic Store,www.aliexpress.com/store/3002050
151,Shop5498179 Store,www.aliexpress.com/store/5498179
152,Shop1103745677 Store,www.aliexpress.com/store/1103745677
153,Luckybw Store,www.aliexpress.com/store/911933920
154,Hk Bag Factory Store,www.aliexpress.com/store/1103846756
155,Shop1103672266 Store,www.aliexpress.com/store/1103672266
156,Childhood Playmate Store,www.aliexpress.com/store/911601019
157,Shop1103836640 Store,www.aliexpress.com/store/1103836640
158,Ugee Art Store,www.aliexpress.com/store/1103832778
159,Shop1103842411 Store,www.aliexpress.com/store/1103842411
160,Shop1918854 Store,www.aliexpress.com/store/1918854
161,Shop1103815087 Store,www.aliexpress.com/store/1103815087
162,Shop1103221039 Store,www.aliexpress.com/store/1103221039
163,Zoe Home Appliance Store,www.aliexpress.com/store/4038066
164,Colorful lights Store,www.aliexpress.com/store/1103212371
165,WestBiking Dropshipping Store,www.aliexpress.com/store/5245265
166,Auto Essentials Store,www.aliexpress.com/store/1103206627
167,Shop1103847944 Store,www.aliexpress.com/store/1103847944
168,Boom SA Store,www.aliexpress.com/store/1103209122
169,TOP 3C Flagship Store,www.aliexpress.com/store/1102527897
170,Shop1103887910 Store,www.aliexpress.com/store/1103887910
171,Jack Ma Peripheral Store,www.aliexpress.com/store/1102656081
172,DragonRose 3C Store,www.aliexpress.com/store/2662166
173,Nocclili Direct Store,www.aliexpress.com/store/1102598312
174,AIJIN Store,www.aliexpress.com/store/1103285376
175,Kangtete Store Official Store,www.aliexpress.com/store/912687319
176,Shop1104083852 Store,www.aliexpress.com/store/1104083852
177,LUVHOME Store,www.aliexpress.com/store/3605019
178,Ashlee 200 Discount Store,www.aliexpress.com/store/1103208208
179,Intelligent MIHome Life Store,www.aliexpress.com/store/1102662710
180,Lieve Yuxuan Store,www.aliexpress.com/store/1103811477
181,ElevenWong Store,www.aliexpress.com/store/1102977546
182,Yylm Mobile Phone Accessories Store,www.aliexpress.com/store/1102690016
183,An Ordinary Anime Shop Store,www.aliexpress.com/store/1103455041
184,Shop1102942265 Store,www.aliexpress.com/store/1102942265
185,Designer's Watch Store,www.aliexpress.com/store/1102537225
186,USLION Franchised Store,www.aliexpress.com/store/1622048
187,KCNKON Store,www.aliexpress.com/store/1102642406
188,Annour Global Store,www.aliexpress.com/store/912070556
189,Notebook Stand Store,www.aliexpress.com/store/1102880979
190,AY Select Store,www.aliexpress.com/store/1103052829
191,shinzanmono Store,www.aliexpress.com/store/5885646
192,HSSecury tooling Store,www.aliexpress.com/store/5779041
193,BestLife Shop Store,www.aliexpress.com/store/1103314625
194,Global Auto Parts Store,www.aliexpress.com/store/1100365065
195,Hot Off Store,www.aliexpress.com/store/1102663677
196,Tablet Stand Store,www.aliexpress.com/store/1102512112
197,Backpack 5 Zone Store,www.aliexpress.com/store/1103202397
198,Shop1103563254 Store,www.aliexpress.com/store/1103563254
199,Shop1103044381 Store,www.aliexpress.com/store/1103044381
200,ASOMETECH Accessories Store,www.aliexpress.com/store/1103844774
201,Aurora111 Store,www.aliexpress.com/store/912026465
202,Y_man painting Store,www.aliexpress.com/store/4050022
203,BeeBeeBee Store,www.aliexpress.com/store/1102517552
204,Shop1103045269 Store,www.aliexpress.com/store/1103045269
205,Shop1914331 Store,www.aliexpress.com/store/1102884180
206,Tenet League Store,www.aliexpress.com/store/1102524827
207,711 BASEVS Store,www.aliexpress.com/store/1102831182
208,ESSAGER Direct Sales Store,www.aliexpress.com/store/1103864216
209,QingGeng Electronics Store,www.aliexpress.com/store/911599442
210,Liulz Sk Adapter Store,www.aliexpress.com/store/1103780523
211,HiMISS 3C Store,www.aliexpress.com/store/1103798059
212,Shop1103242234 Store,www.aliexpress.com/store/1103242234
213,Shop1104108172 Store,www.aliexpress.com/store/1104108172
214,Loving-Cleaner Store,www.aliexpress.com/store/5854038
215,EnjoyGaming Store,www.aliexpress.com/store/911554261
216,KCNKON Store,www.aliexpress.com/store/1102374541
217,Tablet Pc Manufacturer Store,www.aliexpress.com/store/5102064
218,Industrial computer Manufacturer Store,www.aliexpress.com/store/1976030
219,M-R-G Store,www.aliexpress.com/store/912524475
220,XIDU Official Store,www.aliexpress.com/store/4639071
221,Shop1104143126 Store,www.aliexpress.com/store/1104143126
222,Notebook market Store,www.aliexpress.com/store/1848685
223,Shop912577246 Store,www.aliexpress.com/store/912577246
224,PND Super Factory Store,www.aliexpress.com/store/1102137253
225,BSLAY Official Store,www.aliexpress.com/store/5839012
226,Convenient Life Supermarket Store,www.aliexpress.com/store/911040158
227,Ciocoin1 Store Store,www.aliexpress.com/store/1103043333
228,Office Fashion Supplies Store,www.aliexpress.com/store/1103269423
229,Lxiacai Store,www.aliexpress.com/store/1102112883
230,ELECTORNIC INDUSTRY Store,www.aliexpress.com/store/5604046
231,Tesoon LapParts Store,www.aliexpress.com/store/5134019
232,Zero Degree PC Components Store Store,www.aliexpress.com/store/1102211294
233,Shop1103845783 Store,www.aliexpress.com/store/1103845783
234,Shop1102213287 Store,www.aliexpress.com/store/1102213287
235,7Exx Store,www.aliexpress.com/store/1102089190
236,Lamgool Flagship Store,www.aliexpress.com/store/1100011096
237,"GZ Huis Trading Co., Ltd. Store",www.aliexpress.com/store/3082015
238,Laptop Parts Factory Store,www.aliexpress.com/store/1102728535
239,"Sunrise Technology Co., Ltd",www.aliexpress.com/store/236765
240,Shop5797910 Store,www.aliexpress.com/store/5797910
241,ENVISAOC Official Store,www.aliexpress.com/store/1100191202
242,"Magic Electronic Technology Co.,Ltd",www.aliexpress.com/store/939007
243,H-Z Store,www.aliexpress.com/store/911054059
244,suxing 3c Store,www.aliexpress.com/store/4921027
245,Dobby Laptop Parts Store,www.aliexpress.com/store/912623306
246,Allpersell Store,www.aliexpress.com/store/4676066
247,AILEHKUO Store,www.aliexpress.com/store/912058311
248,Shop1102928923 Store,www.aliexpress.com/store/1102928923
249,Panda Cooler Store,www.aliexpress.com/store/5017197
250,Shop1103151475 Store,www.aliexpress.com/store/1103151475
251,DD Laptop 3C Accessories Store,www.aliexpress.com/store/1100251072
252,bin dun dun Store,www.aliexpress.com/store/1102551411
253,Innolife AE-Mall Store,www.aliexpress.com/store/1102524889
254,Kailxuling Store,www.aliexpress.com/store/1102250155
255,Techie Treasures Store,www.aliexpress.com/store/1103208214
256,WeLink Laptop Parts Store,www.aliexpress.com/store/1100246131
257,Shop1103339298 Store,www.aliexpress.com/store/1103339298
258,Worldfone Direct Store,www.aliexpress.com/store/1102526787
259,MOSIJIA BD 19.6.24-3c Store,www.aliexpress.com/store/5070186
260,Oiwas Official Store,www.aliexpress.com/store/1102908774
261,GraceHome Store,www.aliexpress.com/store/912351531
262,PZWG226 Store,www.aliexpress.com/store/911190172
263,Snoopy Club Store,www.aliexpress.com/store/1102178850
264,Awkanger Global Store,www.aliexpress.com/store/910563376
265,YT-3C Store,www.aliexpress.com/store/1100217826
266,Shop2856014 Store,www.aliexpress.com/store/2856014
267,DG ALIS Shop Store,www.aliexpress.com/store/1103837199
268,Shop1103329298 Store,www.aliexpress.com/store/1103329298
269,Luggage & Bags Supplier Store,www.aliexpress.com/store/4507027
270,BEN MEN Bag Store,www.aliexpress.com/store/1103287001
271,Goya FaFa Store,www.aliexpress.com/store/911550006
272,Digital and Stationery Store,www.aliexpress.com/store/912170541
273,KOSAHIKI Fashion Store,www.aliexpress.com/store/1102725383
274,YOUWOONA Laptop Store,www.aliexpress.com/store/5890191
275,GOLF QUALITY Official Store,www.aliexpress.com/store/1103609426
276,Tigernu Store,www.aliexpress.com/store/513479
277,LS 3C Digital Store Store,www.aliexpress.com/store/1103052683
278,Shop3678004 Store,www.aliexpress.com/store/3678004
279,GTWIN Phone Accessories Store,www.aliexpress.com/store/1102963002
280,Fewchor Store,www.aliexpress.com/store/1102826939
281,Elegant Ladies Bag Store,www.aliexpress.com/store/1103486102
282,Beauty Bag Store,www.aliexpress.com/store/1102121235
283,Kodak Digital Store,www.aliexpress.com/store/1103307998
284,Redwingy Store,www.aliexpress.com/store/1102168531
285,HBXINTAO Ali88 Store,www.aliexpress.com/store/911412245
286,Dutch Wallet Store,www.aliexpress.com/store/5973104
287,Dory Store,www.aliexpress.com/store/1102800729
288,SUNYKOI Bag Store,www.aliexpress.com/store/5426112
289,GOLF Official Store,www.aliexpress.com/store/1102561873
290,Ipart Store,www.aliexpress.com/store/1103241110
291,HcanKcan Official Store,www.aliexpress.com/store/3189017
292,FANDUO WORKSHOP Store,www.aliexpress.com/store/5083135
293,YIJIE Bags Store,www.aliexpress.com/store/1103009367
294,ShenZhen KY Store,www.aliexpress.com/store/4991306
295,DYM Tech Store,www.aliexpress.com/store/1102499001
296,Mac parts Store,www.aliexpress.com/store/2221150
297,YOPOLEAN Store,www.aliexpress.com/store/1494135
298,Tech Repair Parts Store Store,www.aliexpress.com/store/1103081395
299,Y Store,www.aliexpress.com/store/1102192061
300,BOTTOMCASE Bottomcase Commodity Store Official Store,www.aliexpress.com/store/1102422622
301,Ystd Store,www.aliexpress.com/store/3249025
302,Linda Parts Wholesale store,www.aliexpress.com/store/426930
303,ShenRongtech Store,www.aliexpress.com/store/3240045
304,above Store,www.aliexpress.com/store/3100089
305,ENVISAOC Electron Store,www.aliexpress.com/store/911662188
306,Uniclick Mall,www.aliexpress.com/store/1126121
307,Shop1102980122 Store,www.aliexpress.com/store/1102980122
308,ATEnge Store,www.aliexpress.com/store/5788093
309,BUYCOOL_TECH Store,www.aliexpress.com/store/912060553
310,laptop part1 Store,www.aliexpress.com/store/1044403
311,Buyee Laptop parts(2008) Store,www.aliexpress.com/store/5876879
312,3C Laptop accessories wholesale Store,www.aliexpress.com/store/1102150038
313,Darren Electronic Digital Store,www.aliexpress.com/store/1102823694
314,GZEELE2 Store,www.aliexpress.com/store/1964177
315,Vencirart Sticker Universe Store,www.aliexpress.com/store/912655827
316,WISDOM Store,www.aliexpress.com/store/1103613463
317,Gejiu Laptop Accessories Store,www.aliexpress.com/store/1102142150
318,Ewkft 3C Accessories Store,www.aliexpress.com/store/1100385643
319,KCE Official Store,www.aliexpress.com/store/910445317
320,Shop1102898343 Store,www.aliexpress.com/store/1102898343
321,1818-zu Store,www.aliexpress.com/store/3554001
322,S-u-p-e-r Laptop parts Store,www.aliexpress.com/store/2667019
323,Computer Repair Store,www.aliexpress.com/store/1102818364
324,YYYMEST Factory Store,www.aliexpress.com/store/1102800617
325,TopMac Store,www.aliexpress.com/store/1103751221
326,ENVISAOC Laptop Accessories Store,www.aliexpress.com/store/912243485
327,SZ suhv Store,www.aliexpress.com/store/2882202
328,Shop1103863259 Store,www.aliexpress.com/store/1103863259
329,GRWIBEOU Global Direct Store,www.aliexpress.com/store/911787299
330,Hagibis Official Store,www.aliexpress.com/store/1102530427
331,XiaoBing Computer Accessories Store,www.aliexpress.com/store/2335165
332,AMARROW Official Store,www.aliexpress.com/store/1165358
333,Buliy_tech Store,www.aliexpress.com/store/912182423
334,GRWIBEOU Direct Store,www.aliexpress.com/store/5625217
335,Global Laptop Accessories Store,www.aliexpress.com/store/524319
336,LOVING Store,www.aliexpress.com/store/3656020
337,Shenzhen Zhongwen Trading,www.aliexpress.com/store/923960
338,TWISTER.CK 3C Shipping Store,www.aliexpress.com/store/1103796063
339,FOCOZOK Store,www.aliexpress.com/store/4329001
340,"Shenzhen minghua Co., LTD.",www.aliexpress.com/store/1306845
341,Shop1102517111 Store,www.aliexpress.com/store/1102517111
342,ShenZhen Store,www.aliexpress.com/store/1102942299
343,Lucky 3C Digital City Store,www.aliexpress.com/store/1100257050
344,EXIN(Formerly Mactec) Store,www.aliexpress.com/store/3177036
345,DZ-World,www.aliexpress.com/store/1953130
346,RYL MiracleGlobal E-parts Store,www.aliexpress.com/store/114032
347,SZCiCi Cpu Store,www.aliexpress.com/store/911941766
348,Laptop Shell Sale Store,www.aliexpress.com/store/1103602920
349,office factory Store,www.aliexpress.com/store/1102264408
350,"Shenzhen Top Services Co,Ltd Store",www.aliexpress.com/store/812058
351,LOGYPVER Store,www.aliexpress.com/store/1102133425
352,XY Mobile Phone Spare Parts Store Store,www.aliexpress.com/store/1103433119
353,CMyHub Store,www.aliexpress.com/store/232239
354,Notebook Parts528529 Store,www.aliexpress.com/store/1103516383
355,Mac Tech Store,www.aliexpress.com/store/1708345
356,"DEALS PLUS TECHNOLOGY CO.,LIMITED",www.aliexpress.com/store/602582
357,Blue Sea Store,www.aliexpress.com/store/1778390
358,MI-Mijia Store,www.aliexpress.com/store/712472
359,fenvi Official Store,www.aliexpress.com/store/106046
360,MINGSI Store,www.aliexpress.com/store/1102160854
361,SSEA Brand Store,www.aliexpress.com/store/1100213817
362,LCD Cable & Touchscreen Store,www.aliexpress.com/store/2799228
363,Mac-Part Store,www.aliexpress.com/store/910360271
364,KONYA Store,www.aliexpress.com/store/4376089
365,ARZO Store,www.aliexpress.com/store/1709218
366,3world Store,www.aliexpress.com/store/912058253
367,Anna Karenina Life Store,www.aliexpress.com/store/911112253
368,Cable Store,www.aliexpress.com/store/911255065
369,SZ WZSM Store,www.aliexpress.com/store/1655187
370,KingNing Store,www.aliexpress.com/store/3272023
371,"Guangzhou Heyun Trading Co., Ltd Store",www.aliexpress.com/store/1103880105
372,shenzhen shunhai Trading Ltd. Store,www.aliexpress.com/store/410474
373,TT PARTS Store,www.aliexpress.com/store/3980022
374,Victoryfit Online Store,www.aliexpress.com/store/911793490
375,ESSAGER Choice Store,www.aliexpress.com/store/1102456750
376,Electronic Office Store,www.aliexpress.com/store/1102337891
377,Computer Parts Store,www.aliexpress.com/store/1103509389
378,PC Nanny Store,www.aliexpress.com/store/2826020
379,YaoYang Store,www.aliexpress.com/store/5783100
380,Shop5781201 Store,www.aliexpress.com/store/5781201
381,Merry Future Store,www.aliexpress.com/store/2342344
382,3CCCC Store,www.aliexpress.com/store/1102517026
383,KY Store Store,www.aliexpress.com/store/1967381
